id;data_pagamento;valor;metodo
10;2025-02-27;106,26;Internet
10;2025-03-27;93,92;Internet
10;2025-04-27;84,72;Internet
10;2025-05-27;76,09;Internet
11;2024-04-15;102,68;Cartão Recorrente
11;2024-05-15;75,44;Cartão Recorrente
11;2024-06-15;78,15;Cartão Recorrente
11;2024-07-15;94,07;Cartão Recorrente
11;2024-08-15;85,39;Cartão Recorrente
11;2024-09-15;102,72;Cartão Recorrente
11;2024-10-15;74,46;Cartão Recorrente
11;2024-11-15;92,98;Cartão Recorrente
11;2024-12-15;85,88;Cartão Recorrente
11;2025-01-15;91,54;Cartão Recorrente
11;2025-02-15;106,48;Cartão Recorrente
11;2025-03-15;74,41;Cartão Recorrente
11;2025-04-15;75,32;Cartão Recorrente
11;2025-05-15;83,39;Cartão Recorrente
11;2025-06-15;101,21;Cartão Recorrente
11;2025-07-15;96,97;Cartão Recorrente
12;2024-11-01;103,47;PEC
12;2024-12-01;82,06;Correspond.
12;2025-01-01;100,93;PEC
12;2025-02-01;85,3;PEC
12;2025-03-01;105,39;PEC
12;2025-04-01;98,92;PEC
12;2025-05-01;104,38;PEC
12;2025-06-01;83,43;Loja
12;2025-07-01;72,31;PEC
13;2023-10-08;75,2;Guichê
13;2023-11-08;106,1;Telefone
13;2023-12-08;88,05;PEC
13;2024-01-08;96,1;PEC
13;2024-02-08;100,31;PEC
13;2024-03-08;73,99;PEC
13;2024-04-08;103,84;PEC
13;2024-05-08;77,06;PEC
13;2024-06-08;75,56;PEC
13;2024-07-08;74,54;PEC
13;2024-08-08;74,85;PEC
13;2024-09-08;85,38;Pix
13;2024-10-08;105,98;Internet
13;2024-11-08;85,45;PEC
13;2024-12-08;92,0;PEC
13;2025-01-08;75,92;Pix
13;2025-02-08;88,77;PEC
13;2025-03-08;76,15;PEC
13;2025-04-08;92,9;PEC
13;2025-05-08;82,19;PEC
13;2025-06-08;106,56;PEC
14;2024-02-01;73,47;Cartão Recorrente
14;2024-03-01;107,63;Correspond.
14;2024-04-01;106,78;Correspond.
14;2024-05-01;96,94;Correspond.
14;2024-06-01;92,93;Correspond.
14;2024-07-01;82,02;Correspond.
14;2024-08-01;88,31;Telefone
14;2024-09-01;78,68;Correspond.
14;2024-10-01;92,91;Correspond.
14;2024-11-01;107,38;Eletrônico
14;2024-12-01;83,05;Correspond.
14;2025-01-01;77,77;Correspond.
14;2025-02-01;106,07;Guichê
14;2025-03-01;86,96;Correspond.
14;2025-04-01;73,55;Correspond.
15;2024-03-14;101,07;Correspond.
15;2024-04-14;93,28;Correspond.
15;2024-05-14;102,2;Loja
15;2024-06-14;86,84;Correspond.
15;2024-07-14;103,02;Correspond.
15;2024-08-14;107,76;Guichê
15;2024-09-14;105,89;Correspond.
15;2024-10-14;88,12;Correspond.
15;2024-11-14;93,72;Lotérica
15;2024-12-14;94,15;Correspond.
15;2025-01-14;96,07;Correspond.
15;2025-02-14;90,63;Correspond.
15;2025-03-14;92,09;Correspond.
15;2025-04-14;76,74;Correspond.
16;2025-04-30;94,23;Internet
16;2025-05-30;76,82;Internet
17;2024-01-02;93,13;Internet
17;2024-02-02;104,43;Internet
17;2024-03-02;100,1;Internet
17;2024-04-02;102,93;Internet
17;2024-05-02;105,24;Internet
17;2024-06-02;88,43;Internet
17;2024-07-02;83,74;Internet
17;2024-08-02;74,65;Internet
17;2024-09-02;77,38;Internet
17;2024-10-02;78,46;Internet
17;2024-11-02;88,96;Internet
17;2024-12-02;78,83;Internet
18;2024-02-19;81,94;Telefone
18;2024-03-19;76,26;Telefone
18;2024-04-19;85,02;Telefone
18;2024-05-19;73,33;Telefone
18;2024-06-19;74,86;Telefone
18;2024-07-19;74,12;Guichê
18;2024-08-19;98,83;Telefone
18;2024-09-19;85,24;Telefone
18;2024-10-19;85,19;Telefone
18;2024-11-19;73,24;Telefone
18;2024-12-19;104,11;Telefone
18;2025-01-19;75,77;Telefone
18;2025-02-19;80,64;Telefone
18;2025-03-19;72,64;Telefone
18;2025-04-19;83,7;Telefone
18;2025-05-19;93,27;Telefone
18;2025-06-19;89,84;Telefone
18;2025-07-19;93,02;Telefone
19;2023-10-01;87,44;Pix
19;2023-11-01;84,98;Pix
19;2023-12-01;84,73;Pix
19;2024-01-01;80,45;Pix
19;2024-02-01;80,76;Pix
19;2024-03-01;82,17;Pix
19;2024-04-01;74,81;Telefone
19;2024-05-01;107,25;Pix
19;2024-06-01;106,78;Pix
19;2024-07-01;81,19;Débito Autom.
19;2024-08-01;105,34;Pix
19;2024-09-01;81,99;Pix
19;2024-10-01;83,56;Pix
19;2024-11-01;80,64;Pix
19;2024-12-01;82,3;Pix
19;2025-01-01;89,22;Pix
19;2025-02-01;84,02;Pix
19;2025-03-01;107,52;Pix
19;2025-04-01;81,08;PEC
19;2025-05-01;93,34;Pix
19;2025-06-01;84,47;Pix
19;2025-07-01;106,62;Eletrônico
20;2024-01-03;98,2;Lotérica
20;2024-02-03;74,31;Lotérica
20;2024-03-03;102,19;Lotérica
20;2024-04-03;79,17;Lotérica
20;2024-05-03;101,21;Lotérica
20;2024-06-03;84,82;Lotérica
20;2024-07-03;101,28;Lotérica
20;2024-08-03;88,56;Lotérica
20;2024-09-03;90,0;Lotérica
20;2024-10-03;85,72;Loja
20;2024-11-03;94,37;Guichê
20;2024-12-03;94,49;Telefone
20;2025-01-03;100,47;Lotérica
20;2025-02-03;104,06;Lotérica
20;2025-03-03;83,13;Lotérica
20;2025-04-03;73,13;Lotérica
20;2025-05-03;103,45;Lotérica
20;2025-06-03;75,9;PEC
20;2025-07-03;86,21;Lotérica
21;2024-02-29;77,31;Telefone
21;2024-03-29;97,81;Telefone
21;2024-04-29;91,44;Telefone
21;2024-05-29;78,45;Telefone
21;2024-06-29;86,33;Telefone
21;2024-07-29;77,43;Internet
21;2024-08-29;93,91;Telefone
22;2023-09-15;105,44;Cartão Recorrente
22;2023-10-15;105,09;Eletrônico
22;2023-11-15;92,64;Eletrônico
22;2023-12-15;98,4;Eletrônico
22;2024-01-15;88,13;Internet
22;2024-02-15;102,09;Loja
22;2024-03-15;103,2;Guichê
22;2024-04-15;86,27;Eletrônico
22;2024-05-15;100,79;Eletrônico
23;2023-09-25;86,24;Eletrônico
23;2023-10-25;84,37;Pix
23;2023-11-25;88,18;Eletrônico
23;2023-12-25;76,99;Eletrônico
23;2024-01-25;86,98;Eletrônico
23;2024-02-25;92,8;Eletrônico
23;2024-03-25;95,78;Eletrônico
23;2024-04-25;77,27;Internet
23;2024-05-25;107,77;Eletrônico
23;2024-06-25;74,33;Eletrônico
23;2024-07-25;104,21;Eletrônico
23;2024-08-25;73,23;Eletrônico
23;2024-09-25;74,28;Eletrônico
23;2024-10-25;90,78;Eletrônico
23;2024-11-25;92,04;Eletrônico
23;2024-12-25;102,91;Eletrônico
23;2025-01-25;81,66;Eletrônico
23;2025-02-25;72,83;Eletrônico
23;2025-03-25;95,61;Eletrônico
24;2024-02-22;80,23;Telefone
24;2024-03-22;75,66;Telefone
24;2024-04-22;95,39;Telefone
24;2024-05-22;80,66;Telefone
24;2024-06-22;101,77;Lotérica
24;2024-07-22;79,29;Telefone
24;2024-08-22;72,39;Loja
24;2024-09-22;72,87;Telefone
24;2024-10-22;87,07;Telefone
24;2024-11-22;84,21;Telefone
24;2024-12-22;93,15;Telefone
24;2025-01-22;86,64;Telefone
24;2025-02-22;82,51;Telefone
24;2025-03-22;76,96;Telefone
24;2025-04-22;104,09;Telefone
24;2025-05-22;72,73;Telefone
24;2025-06-22;94,7;Telefone
25;2024-10-31;76,93;Débito Autom.
25;2024-11-30;90,82;Guichê
25;2024-12-30;72,58;Débito Autom.
25;2025-01-30;92,65;Débito Autom.
25;2025-02-28;95,35;Débito Autom.
25;2025-03-28;72,32;Débito Autom.
25;2025-04-28;103,35;Débito Autom.
25;2025-05-28;95,83;Débito Autom.
25;2025-06-28;86,98;Eletrônico
26;2025-02-13;90,58;PEC
27;2024-04-14;98,46;Pix
27;2024-05-14;80,74;Pix
27;2024-06-14;84,71;Pix
27;2024-07-14;92,29;Pix
27;2024-08-14;105,61;Pix
27;2024-09-14;73,04;Pix
27;2024-10-14;73,77;Pix
27;2024-11-14;83,94;Pix
27;2024-12-14;74,62;Pix
27;2025-01-14;96,67;Pix
27;2025-02-14;101,37;Pix
27;2025-03-14;81,71;Pix
27;2025-04-14;75,21;Pix
27;2025-05-14;106,09;Pix
27;2025-06-14;91,41;Pix
27;2025-07-14;100,92;Pix
28;2024-09-30;96,81;Pix
28;2024-10-30;89,52;Pix
28;2024-11-30;105,87;Loja
29;2024-07-24;105,19;Eletrônico
29;2024-08-24;104,84;Eletrônico
30;2023-12-08;82,61;PEC
30;2024-01-08;105,88;Lotérica
30;2024-02-08;102,29;Correspond.
30;2024-03-08;73,25;Cartão Recorrente
30;2024-04-08;76,26;PEC
30;2024-05-08;84,14;PEC
30;2024-06-08;83,26;PEC
30;2024-07-08;83,38;PEC
30;2024-08-08;94,07;Correspond.
30;2024-09-08;103,21;PEC
31;2023-12-23;90,94;Débito Autom.
31;2024-01-23;107,81;Telefone
31;2024-02-23;86,37;Telefone
31;2024-03-23;103,34;Telefone
31;2024-04-23;86,94;Telefone
31;2024-05-23;80,51;Telefone
31;2024-06-23;82,25;Telefone
31;2024-07-23;73,43;Telefone
32;2025-06-15;87,3;Pix
32;2025-07-15;79,77;Loja
33;2023-09-23;100,2;Loja
33;2023-10-23;103,53;Loja
33;2023-11-23;93,98;Loja
33;2023-12-23;80,25;Pix
33;2024-01-23;93,77;Loja
33;2024-02-23;78,27;Loja
33;2024-03-23;99,95;Loja
33;2024-04-23;106,77;Loja
33;2024-05-23;107,7;Lotérica
33;2024-06-23;99,19;Loja
33;2024-07-23;101,26;Loja
33;2024-08-23;91,23;Loja
33;2024-09-23;75,21;Loja
33;2024-10-23;76,58;Loja
33;2024-11-23;102,92;PEC
33;2024-12-23;91,73;Loja
33;2025-01-23;85,32;Loja
33;2025-02-23;89,75;Loja
33;2025-03-23;96,49;Loja
33;2025-04-23;89,73;Guichê
33;2025-05-23;101,58;Loja
33;2025-06-23;92,26;Loja
34;2025-02-05;103,52;Cartão Recorrente
34;2025-03-05;102,51;Cartão Recorrente
34;2025-04-05;102,02;Cartão Recorrente
34;2025-05-05;94,17;Cartão Recorrente
34;2025-06-05;103,6;Cartão Recorrente
34;2025-07-05;101,62;Cartão Recorrente
35;2025-06-15;83,97;Correspond.
35;2025-07-15;101,33;Correspond.
36;2025-06-17;90,17;Guichê
37;2025-05-06;94,1;Internet
37;2025-06-06;81,26;Internet
37;2025-07-06;99,96;Internet
38;2023-11-11;99,29;Guichê
38;2023-12-11;84,21;Loja
38;2024-01-11;75,61;Débito Autom.
38;2024-02-11;74,36;Guichê
38;2024-03-11;74,34;Guichê
38;2024-04-11;94,25;Guichê
39;2024-10-26;106,93;Guichê
39;2024-11-26;76,6;Cartão Recorrente
39;2024-12-26;72,72;Cartão Recorrente
39;2025-01-26;99,62;Cartão Recorrente
39;2025-02-26;81,76;Cartão Recorrente
39;2025-03-26;88,15;Cartão Recorrente
39;2025-04-26;96,86;Cartão Recorrente
39;2025-05-26;96,39;Cartão Recorrente
39;2025-06-26;106,11;Cartão Recorrente
40;2024-12-13;87,47;Débito Autom.
40;2025-01-13;94,88;Débito Autom.
40;2025-02-13;107,3;Débito Autom.
40;2025-03-13;80,19;PEC
40;2025-04-13;95,35;Débito Autom.
40;2025-05-13;88,94;Correspond.
40;2025-06-13;103,16;Débito Autom.
40;2025-07-13;102,3;Débito Autom.
41;2025-04-20;94,44;Guichê
41;2025-05-20;105,03;Guichê
41;2025-06-20;89,24;Guichê
42;2025-05-04;76,42;PEC
42;2025-06-04;79,13;PEC
42;2025-07-04;92,85;PEC
43;2025-04-03;100,6;Eletrônico
43;2025-05-03;72,34;Eletrônico
43;2025-06-03;89,18;Eletrônico
43;2025-07-03;96,91;Eletrônico
44;2023-12-23;99,96;Débito Autom.
45;2025-01-22;75,69;PEC
45;2025-02-22;77,04;Cartão Recorrente
45;2025-03-22;97,18;PEC
45;2025-04-22;83,66;PEC
45;2025-05-22;84,53;PEC
46;2025-03-24;86,19;Internet
46;2025-04-24;96,71;Internet
46;2025-05-24;77,94;Internet
46;2025-06-24;97,32;Internet
47;2024-12-01;105,59;Cartão Recorrente
47;2025-01-01;97,42;Cartão Recorrente
47;2025-02-01;100,75;Cartão Recorrente
47;2025-03-01;74,8;Correspond.
47;2025-04-01;101,31;Cartão Recorrente
47;2025-05-01;90,85;Cartão Recorrente
47;2025-06-01;74,09;Cartão Recorrente
47;2025-07-01;103,27;Cartão Recorrente
48;2024-07-25;107,01;Guichê
48;2024-08-25;100,32;Guichê
48;2024-09-25;91,89;Guichê
48;2024-10-25;107,75;Guichê
48;2024-11-25;79,1;Guichê
48;2024-12-25;73,02;Guichê
48;2025-01-25;103,14;Guichê
48;2025-02-25;87,22;Guichê
48;2025-03-25;107,44;Guichê
49;2024-03-21;92,73;Eletrônico
49;2024-04-21;89,42;Cartão Recorrente
49;2024-05-21;87,09;Pix
49;2024-06-21;104,73;Cartão Recorrente
49;2024-07-21;94,63;Cartão Recorrente
49;2024-08-21;97,66;Cartão Recorrente
49;2024-09-21;80,46;Cartão Recorrente
49;2024-10-21;102,64;Cartão Recorrente
49;2024-11-21;103,23;Cartão Recorrente
49;2024-12-21;84,84;Cartão Recorrente
49;2025-01-21;85,98;Cartão Recorrente
49;2025-02-21;95,54;Cartão Recorrente
49;2025-03-21;76,63;Cartão Recorrente
49;2025-04-21;80,41;Cartão Recorrente
49;2025-05-21;90,61;Cartão Recorrente
49;2025-06-21;87,41;Correspond.
50;2023-10-15;94,11;Lotérica
50;2023-11-15;77,95;Lotérica
51;2023-09-28;95,79;PEC
51;2023-10-28;100,89;Débito Autom.
51;2023-11-28;79,32;Débito Autom.
51;2023-12-28;73,97;PEC
51;2024-01-28;73,33;Telefone
51;2024-02-28;105,5;PEC
51;2024-03-28;73,41;PEC
51;2024-04-28;106,63;Lotérica
52;2025-02-01;94,9;Guichê
52;2025-03-01;90,46;Débito Autom.
52;2025-04-01;76,94;Débito Autom.
53;2025-01-10;97,26;Pix
53;2025-02-10;106,8;Pix
53;2025-03-10;87,88;Pix
53;2025-04-10;96,83;Pix
53;2025-05-10;96,49;Loja
53;2025-06-10;103,17;Pix
53;2025-07-10;105,4;Pix
54;2024-02-21;96,25;PEC
54;2024-03-21;86,08;PEC
54;2024-04-21;95,58;PEC
54;2024-05-21;107,06;PEC
54;2024-06-21;100,05;Eletrônico
54;2024-07-21;103,51;PEC
54;2024-08-21;95,93;PEC
54;2024-09-21;100,61;PEC
54;2024-10-21;76,24;Guichê
54;2024-11-21;83,59;PEC
54;2024-12-21;96,93;PEC
54;2025-01-21;80,46;PEC
54;2025-02-21;74,55;PEC
54;2025-03-21;94,2;PEC
54;2025-04-21;102,97;PEC
54;2025-05-21;72,84;PEC
54;2025-06-21;86,26;PEC
55;2024-08-31;91,11;Telefone
55;2024-09-30;101,15;Telefone
55;2024-10-30;72,58;Telefone
55;2024-11-30;95,2;Telefone
55;2024-12-30;105,26;Telefone
55;2025-01-30;84,56;Internet
55;2025-02-28;81,15;Telefone
55;2025-03-28;100,8;Telefone
55;2025-04-28;93,87;Telefone
55;2025-05-28;86,79;Telefone
55;2025-06-28;96,41;Telefone
56;2024-10-10;90,8;PEC
56;2024-11-10;92,32;PEC
56;2024-12-10;89,31;Lotérica
56;2025-01-10;73,48;PEC
56;2025-02-10;93,55;Correspond.
56;2025-03-10;80,12;Eletrônico
56;2025-04-10;86,7;PEC
56;2025-05-10;84,63;Eletrônico
56;2025-06-10;81,8;PEC
56;2025-07-10;95,93;PEC
57;2023-09-23;94,35;Internet
57;2023-10-23;77,96;Internet
57;2023-11-23;79,71;Cartão Recorrente
57;2023-12-23;95,01;Internet
57;2024-01-23;80,26;Internet
57;2024-02-23;89,78;Internet
57;2024-03-23;96,92;Internet
57;2024-04-23;97,72;Internet
57;2024-05-23;76,54;Pix
57;2024-06-23;92,72;Internet
57;2024-07-23;75,0;Internet
57;2024-08-23;83,55;Internet
57;2024-09-23;74,42;Internet
57;2024-10-23;100,7;Internet
57;2024-11-23;103,57;Internet
57;2024-12-23;83,58;Internet
57;2025-01-23;107,67;Internet
57;2025-02-23;98,19;Internet
57;2025-03-23;92,14;Internet
57;2025-04-23;96,73;Internet
57;2025-05-23;75,4;Internet
57;2025-06-23;84,42;Internet
58;2025-02-06;100,52;Eletrônico
58;2025-03-06;86,28;Eletrônico
58;2025-04-06;105,25;Pix
58;2025-05-06;90,65;Eletrônico
58;2025-06-06;99,08;Eletrônico
58;2025-07-06;100,04;Cartão Recorrente
59;2023-09-30;73,22;Telefone
59;2023-10-30;84,87;Telefone
59;2023-11-30;91,83;Cartão Recorrente
59;2023-12-30;88,0;Telefone
59;2024-01-30;104,98;Telefone
59;2024-02-29;102,54;Eletrônico
59;2024-03-29;76,1;Correspond.
59;2024-04-29;103,49;Telefone
59;2024-05-29;100,33;Cartão Recorrente
59;2024-06-29;86,41;Telefone
59;2024-07-29;84,37;Telefone
59;2024-08-29;101,5;Telefone
59;2024-09-29;105,1;Internet
59;2024-10-29;99,42;Telefone
59;2024-11-29;86,26;Telefone
59;2024-12-29;74,37;Telefone
60;2023-09-30;106,55;PEC
60;2023-10-30;87,47;Eletrônico
60;2023-11-30;87,72;PEC
60;2023-12-30;79,69;PEC
60;2024-01-30;77,39;PEC
60;2024-02-29;88,45;PEC
60;2024-03-29;74,0;Guichê
60;2024-04-29;80,52;Telefone
60;2024-05-29;82,83;PEC
60;2024-06-29;74,16;PEC
60;2024-07-29;101,19;Lotérica
60;2024-08-29;94,36;PEC
60;2024-09-29;76,62;PEC
60;2024-10-29;78,92;PEC
60;2024-11-29;101,68;PEC
60;2024-12-29;72,32;PEC
60;2025-01-29;72,61;PEC
60;2025-02-28;76,85;PEC
60;2025-03-28;72,36;PEC
60;2025-04-28;100,74;Eletrônico
60;2025-05-28;75,87;PEC
60;2025-06-28;102,28;PEC
61;2025-01-22;89,48;Débito Autom.
61;2025-02-22;98,44;Débito Autom.
61;2025-03-22;86,11;Débito Autom.
61;2025-04-22;104,0;Débito Autom.
61;2025-05-22;83,26;Débito Autom.
61;2025-06-22;81,08;Débito Autom.
62;2025-02-23;73,3;Lotérica
62;2025-03-23;94,83;Pix
62;2025-04-23;94,81;Eletrônico
62;2025-05-23;90,56;Pix
62;2025-06-23;90,34;Pix
63;2024-11-15;73,42;Loja
63;2024-12-15;74,51;Loja
63;2025-01-15;106,32;Loja
63;2025-02-15;82,58;Loja
63;2025-03-15;95,7;Loja
63;2025-04-15;75,46;Loja
63;2025-05-15;81,45;Loja
64;2024-01-30;106,72;Correspond.
64;2024-02-29;94,38;Correspond.
64;2024-03-29;76,29;Correspond.
64;2024-04-29;95,07;Correspond.
64;2024-05-29;106,75;Correspond.
64;2024-06-29;107,16;Correspond.
64;2024-07-29;98,82;Correspond.
64;2024-08-29;76,53;Correspond.
64;2024-09-29;80,0;Correspond.
64;2024-10-29;87,72;Correspond.
64;2024-11-29;80,58;Telefone
64;2024-12-29;103,81;Correspond.
64;2025-01-29;101,26;Correspond.
64;2025-02-28;104,96;Loja
64;2025-03-28;88,48;Correspond.
64;2025-04-28;99,84;Correspond.
64;2025-05-28;91,52;Correspond.
64;2025-06-28;73,47;Internet
65;2024-09-25;76,66;Loja
65;2024-10-25;79,6;Lotérica
65;2024-11-25;98,27;Cartão Recorrente
65;2024-12-25;90,2;Loja
65;2025-01-25;96,69;Loja
65;2025-02-25;99,29;Loja
65;2025-03-25;72,26;Loja
65;2025-04-25;107,59;Loja
65;2025-05-25;100,69;Loja
65;2025-06-25;98,28;Loja
66;2025-06-08;78,68;Telefone
66;2025-07-08;91,85;Telefone
67;2025-05-11;99,29;Correspond.
68;2023-09-20;79,2;Loja
68;2023-10-20;83,68;Loja
68;2023-11-20;103,44;Loja
68;2023-12-20;88,05;Loja
68;2024-01-20;93,25;Internet
68;2024-02-20;96,93;Loja
69;2023-11-08;84,7;Eletrônico
69;2023-12-08;93,07;Eletrônico
69;2024-01-08;74,25;Eletrônico
69;2024-02-08;92,08;Eletrônico
69;2024-03-08;100,87;Eletrônico
69;2024-04-08;89,84;Eletrônico
69;2024-05-08;83,94;Eletrônico
69;2024-06-08;100,28;Eletrônico
69;2024-07-08;77,22;Eletrônico
69;2024-08-08;75,11;Eletrônico
69;2024-09-08;98,37;Eletrônico
69;2024-10-08;95,03;Eletrônico
69;2024-11-08;100,17;Eletrônico
69;2024-12-08;102,12;Eletrônico
69;2025-01-08;93,06;Eletrônico
69;2025-02-08;83,95;Eletrônico
70;2025-01-19;101,83;Lotérica
70;2025-02-19;82,66;Lotérica
70;2025-03-19;87,37;Lotérica
70;2025-04-19;78,61;Débito Autom.
70;2025-05-19;89,29;Lotérica
70;2025-06-19;98,1;Lotérica
70;2025-07-19;98,15;Lotérica
71;2024-09-24;77,63;Débito Autom.
71;2024-10-24;98,94;Débito Autom.
71;2024-11-24;74,4;Guichê
71;2024-12-24;81,33;Débito Autom.
71;2025-01-24;80,89;Lotérica
71;2025-02-24;88,09;Débito Autom.
71;2025-03-24;89,45;Débito Autom.
72;2024-03-31;104,52;Correspond.
72;2024-04-30;86,7;Correspond.
72;2024-05-30;72,7;Lotérica
72;2024-06-30;92,06;PEC
72;2024-07-30;86,98;Correspond.
72;2024-08-30;107,21;Correspond.
72;2024-09-30;79,04;Correspond.
72;2024-10-30;106,87;Correspond.
72;2024-11-30;76,02;Correspond.
72;2024-12-30;80,94;Correspond.
72;2025-01-30;90,74;Correspond.
72;2025-02-28;97,91;Correspond.
72;2025-03-28;91,47;Correspond.
72;2025-04-28;89,35;Correspond.
72;2025-05-28;102,49;Cartão Recorrente
72;2025-06-28;86,73;Correspond.
73;2025-05-17;91,53;PEC
73;2025-06-17;100,92;PEC
73;2025-07-17;100,19;PEC
74;2023-08-04;81,22;Correspond.
74;2023-09-04;99,13;Correspond.
74;2023-10-04;103,49;Correspond.
74;2023-11-04;80,51;Eletrônico
74;2023-12-04;99,68;Débito Autom.
75;2024-09-08;88,6;Lotérica
75;2024-10-08;89,82;Lotérica
75;2024-11-08;101,48;Lotérica
75;2024-12-08;106,6;Lotérica
75;2025-01-08;82,25;Lotérica
75;2025-02-08;94,74;Lotérica
75;2025-03-08;104,83;Lotérica
75;2025-04-08;96,94;Lotérica
75;2025-05-08;102,74;Lotérica
75;2025-06-08;107,29;Lotérica
75;2025-07-08;78,54;Lotérica
76;2024-11-23;95,45;Loja
76;2024-12-23;94,05;Eletrônico
76;2025-01-23;100,82;Cartão Recorrente
76;2025-02-23;86,94;Débito Autom.
76;2025-03-23;94,74;Eletrônico
76;2025-04-23;87,29;Loja
76;2025-05-23;92,05;Eletrônico
76;2025-06-23;103,93;Eletrônico
77;2023-07-22;98,22;Loja
77;2023-08-22;101,37;Guichê
77;2023-09-22;83,22;Loja
77;2023-10-22;88,44;Lotérica
77;2023-11-22;101,7;Loja
77;2023-12-22;97,52;Loja
77;2024-01-22;80,55;Loja
77;2024-02-22;88,11;Loja
77;2024-03-22;94,25;Loja
77;2024-04-22;88,87;Guichê
77;2024-05-22;76,46;Loja
77;2024-06-22;96,6;Loja
77;2024-07-22;102,69;Loja
77;2024-08-22;81,96;Loja
77;2024-09-22;90,36;Loja
77;2024-10-22;73,11;Loja
77;2024-11-22;105,66;Loja
77;2024-12-22;100,27;Loja
77;2025-01-22;104,54;Loja
